Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;INGENIER�ACOMERCIALADMINISTRADOR;4;3;4;3;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;7;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;INGENIERIACOMERCIALENFASISFINANZAS;6;10;6;9;;1;;;;;;;;;;;6;10;;;;;;;;;;;;;;;;;;;;;16;1
Grado;Graduado;N/E;ABRIL 2015 - AGOSTO 2015;JURISPRUDENCIA;12;8;12;8;;;;;;;;;;;;;12;8;;;;;;;;;;;;;;;;;;;;;20;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;ARQUITECTURA;11;2;9;2;2;;;;;;;;;;;;11;2;;;;;;;;;;;;;;;;;;;;;13;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;AGROPECUARIA;1;1;;1;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;2;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;CIENCIASAMBIENTALESYECODESARROLLO;7;5;7;5;;;;;;;;;;;;;7;5;;;;;;;;;;;;;;;;;;;;;12;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;ZOOTECNIA;2;4;2;4;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;6;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;COMUNICACIÓNSOCIAL;2;7;2;7;;;;;;;;;;;;;2;7;;;;;;;;;;;;;;;;;;;;;9;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;LICENCIATURAENDISEÑOYPRODUCCIÓNDEVESTUARIO;1;2;1;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;3;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;DISE�ODEPRODUCTOSYCONTROLDEPROCESOS;11;2;8;1;2;1;;;;;;;;;1;;11;2;;;;;;;;;;;;;;;;;;;;;13;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;DISE�ODEPRODUCTOSYCONTROLDEPROCESOS;1;3;1;3;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;4;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;TURISMO;3;4;1;4;2;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;7;1
